TradeDate,Currency,Ticker,OptionType,TradedStockPrice,NumOptions,Strike,ExpiryDate
2013-12-31,USD,CALL,MSFT,37.41,520,36,2014-06-29
2014-01-02,USD,PUT,XRX,31.3834,990,29,2014-04-02
2014-01-02,USD,PUT,MSFT,37.16,380,36,2014-07-01
2014-01-02,USD,CALL,BA,136.669998,420,140,2014-07-01
2014-01-03,USD,PUT,FB,54.560001,640,55,2014-12-29
2014-01-03,USD,PUT,XRX,31.594202000000003,780,30,2014-12-29
2014-01-03,USD,PUT,BA,137.619995,40,144,2014-07-02
2014-01-03,USD,PUT,MSFT,36.91,140,35,2014-07-02
2014-01-03,USD,PUT,MSFT,36.91,230,37,2014-07-02
2014-01-06,USD,CALL,CHK,24.787134,360,25,2014-04-06
2014-01-06,USD,CALL,AMZN,393.630005,550,409,2014-07-05
2014-01-07,USD,CALL,CHK,24.891201000000002,120,23,2014-04-07
2014-01-07,USD,PUT,AAPL,77.148575,540,80,2014-07-06
2014-01-07,USD,CALL,XRX,32.121212,440,32,2015-01-02
2014-01-08,USD,CALL,XRX,31.831358,380,31,2015-01-03
2014-01-08,USD,PUT,MSFT,35.759997999999996,720,36,2014-04-08
2014-01-08,USD,CALL,CHK,24.456007,500,24,2014-04-08
2014-01-08,USD,CALL,MSFT,35.759997999999996,110,35,2014-07-07
2014-01-08,USD,PUT,BA,140.820007,230,134,2014-07-07
2014-01-09,USD,CALL,XRX,31.752306,330,31,2014-04-09
2014-01-09,USD,CALL,BA,142.130005,450,143,2015-01-04
2014-01-09,USD,PUT,AAPL,76.645714,450,78,2015-01-04
2014-01-09,USD,PUT,FB,57.220001,330,56,2014-04-09
2014-01-10,USD,PUT,AMZN,397.660004,760,413,2015-01-05
2014-01-13,USD,PUT,MSFT,34.98,160,35,2014-04-13
2014-01-13,USD,CALL,AMZN,390.980011,800,398,2014-04-13
2014-01-13,USD,CALL,CHK,23.793756,20,23,2015-01-08
2014-01-13,USD,PUT,AAPL,76.53286,50,73,2014-07-12
2014-01-13,USD,PUT,FB,55.91,360,54,2015-01-08
2014-01-13,USD,PUT,CHK,23.793756,630,24,2014-04-13
2014-01-13,USD,CALL,AMZN,390.980011,880,372,2014-07-12
2014-01-13,USD,CALL,MSFT,34.98,540,34,2015-01-08
2014-01-14,USD,PUT,MSFT,35.779999,440,37,2014-07-13
2014-01-14,USD,PUT,AAPL,78.055717,250,77,2014-04-14
2014-01-14,USD,CALL,CHK,24.247871,210,24,2014-07-13
2014-01-14,USD,PUT,FB,57.740002000000004,300,56,2014-07-13
2014-01-14,USD,CALL,AAPL,78.055717,270,76,2015-01-09
2014-01-15,USD,CALL,CHK,24.087038,80,24,2014-07-14
2014-01-15,USD,CALL,AAPL,79.622856,930,79,2015-01-10
2014-01-16,USD,PUT,BA,140.21000700000002,730,144,2014-04-16
2014-01-16,USD,CALL,AMZN,395.799988,540,402,2015-01-11
2014-01-16,USD,CALL,AAPL,79.178574,200,79,2014-04-16
2014-01-16,USD,CALL,CHK,24.541155,650,23,2014-04-16
2014-01-16,USD,PUT,XRX,32.779971999999994,990,33,2014-07-15
2014-01-16,USD,CALL,AAPL,79.178574,680,75,2014-04-16
2014-01-16,USD,CALL,AMZN,395.799988,560,385,2014-04-16
2014-01-17,USD,PUT,MSFT,36.380001,40,37,2015-01-12
2014-01-17,USD,CALL,FB,56.299999,340,57,2014-04-17
2014-01-17,USD,PUT,FB,56.299999,220,54,2015-01-12
2014-01-17,USD,PUT,MSFT,36.380001,840,37,2014-07-16
2014-01-17,USD,PUT,FB,56.299999,620,55,2015-01-12
2014-01-21,USD,CALL,CHK,25.023651,80,23,2014-04-21
2014-01-21,USD,PUT,CHK,25.023651,790,25,2015-01-16
2014-01-21,USD,CALL,XRX,31.989459999999998,110,30,2014-07-20
2014-01-23,USD,CALL,CHK,25.449385,480,26,2014-04-23
2014-01-23,USD,PUT,FB,56.630001,940,58,2014-04-23
2014-01-24,USD,CALL,FB,54.450001,480,51,2015-01-19
2014-01-24,USD,CALL,AAPL,78.010002,240,81,2014-04-24
2014-01-24,USD,CALL,AAPL,78.010002,660,74,2015-01-19
2014-01-24,USD,CALL,CHK,25.430464,220,25,2015-01-19
2014-01-24,USD,CALL,AAPL,78.010002,470,77,2014-04-24
2014-01-24,USD,PUT,XRX,29.617918,210,30,2015-01-19
2014-01-24,USD,CALL,CHK,25.430464,160,25,2014-04-24
2014-01-24,USD,PUT,CHK,25.430464,700,24,2014-07-23
2014-01-27,USD,PUT,AMZN,386.27999900000003,860,404,2015-01-22
2014-01-27,USD,PUT,FB,53.549999,750,53,2015-01-22
2014-01-28,USD,PUT,MSFT,36.27,120,35,2014-04-28
2014-01-28,USD,CALL,XRX,28.669302000000002,510,27,2014-07-27
2014-01-28,USD,PUT,FB,55.139998999999996,880,52,2014-04-28
2014-01-28,USD,CALL,BA,137.08999599999999,780,142,2014-07-27
2014-01-29,USD,CALL,AAPL,71.535713,40,68,2014-07-28
2014-01-29,USD,PUT,AAPL,71.535713,840,70,2015-01-24
2014-01-29,USD,CALL,FB,53.529999,100,55,2014-07-28
2014-01-29,USD,PUT,FB,53.529999,280,54,2015-01-24
2014-01-29,USD,PUT,AAPL,71.535713,190,73,2015-01-24
2014-01-29,USD,CALL,BA,129.779999,180,126,2014-04-29
2014-01-30,USD,PUT,AAPL,71.397141,460,69,2014-04-30
2014-01-30,USD,CALL,AAPL,71.397141,240,72,2014-04-30
2014-01-31,USD,PUT,FB,62.57,240,60,2015-01-26
2014-01-31,USD,CALL,AAPL,71.514282,880,68,2014-05-01
2014-01-31,USD,CALL,AAPL,71.514282,510,69,2015-01-26
2014-01-31,USD,PUT,CHK,25.458845,370,26,2015-01-26
2014-01-31,USD,PUT,CHK,25.458845,90,26,2014-07-30
2014-01-31,USD,CALL,XRX,28.59025,870,28,2014-07-30
2014-01-31,USD,PUT,XRX,28.59025,460,29,2015-01-26
2014-01-31,USD,CALL,XRX,28.59025,670,27,2015-01-26
2014-01-31,USD,PUT,FB,62.57,350,59,2015-01-26
2014-02-03,USD,PUT,FB,61.48,870,60,2014-08-02
2014-02-03,USD,CALL,AAPL,71.647141,90,74,2014-05-04
2014-02-03,USD,PUT,MSFT,36.48,340,35,2015-01-29
2014-02-03,USD,CALL,BA,123.08000200000001,980,127,2014-08-02
2014-02-03,USD,PUT,MSFT,36.48,230,35,2014-05-04
2014-02-03,USD,CALL,AMZN,346.149994,410,343,2015-01-29
2014-02-03,USD,PUT,CHK,24.588457000000002,260,24,2014-08-02
2014-02-03,USD,PUT,BA,123.08000200000001,450,120,2014-08-02
2014-02-04,USD,PUT,XRX,27.351778000000003,890,27,2015-01-30
2014-02-05,USD,PUT,AMZN,346.450012,890,361,2014-05-06
2014-02-05,USD,PUT,CHK,24.796595,340,25,2014-08-04
2014-02-05,USD,PUT,AMZN,346.450012,660,340,2014-05-06
2014-02-05,USD,PUT,CHK,24.796595,670,25,2014-08-04
2014-02-05,USD,CALL,CHK,24.796595,400,24,2015-01-31
2014-02-06,USD,PUT,XRX,27.272728000000004,450,28,2014-05-07
2014-02-06,USD,CALL,CHK,23.09366,350,24,2014-08-05
2014-02-07,USD,PUT,AMZN,361.079987,380,378,2015-02-02
2014-02-10,USD,CALL,AAPL,75.57,80,79,2014-05-11
2014-02-10,USD,CALL,AMZN,360.869995,270,374,2014-05-11
2014-02-10,USD,PUT,MSFT,36.799999,780,37,2015-02-05
2014-02-11,USD,CALL,MSFT,37.169998,420,37,2014-08-10
2014-02-11,USD,PUT,AAPL,76.565712,920,73,2015-02-06
2014-02-11,USD,PUT,AMZN,361.790009,440,358,2015-02-06
2014-02-11,USD,CALL,AMZN,361.790009,950,359,2015-02-06
2014-02-11,USD,PUT,AMZN,361.790009,720,374,2014-05-12
2014-02-11,USD,PUT,CHK,23.481552,50,23,2014-08-10
2014-02-12,USD,PUT,FB,64.449997,380,66,2014-08-11
2014-02-13,USD,PUT,XRX,28.432147999999998,330,27,2014-05-14
2014-02-14,USD,CALL,CHK,23.784295999999998,170,24,2014-05-15
2014-02-14,USD,PUT,AAPL,77.71285999999999,900,80,2014-08-13
2014-02-14,USD,PUT,MSFT,37.619999,70,36,2014-08-13
2014-02-14,USD,PUT,BA,130.16000400000001,890,135,2014-08-13
2014-02-14,USD,PUT,FB,67.089996,450,64,2015-02-09
2014-02-14,USD,PUT,AMZN,357.350006,620,352,2014-05-15
2014-02-18,USD,PUT,XRX,28.247694,400,26,2014-08-17
2014-02-18,USD,PUT,AAPL,77.998573,110,81,2014-05-19
2014-02-18,USD,PUT,XRX,28.247694,790,27,2015-02-13
2014-02-18,USD,CALL,BA,130.630005,110,133,2014-08-17
2014-02-18,USD,CALL,AAPL,77.998573,720,77,2015-02-13
2014-02-18,USD,PUT,CHK,24.437085999999997,100,23,2015-02-13
2014-02-19,USD,PUT,MSFT,37.509997999999996,670,38,2015-02-14
2014-02-19,USD,CALL,AAPL,76.767143,570,79,2014-05-20
2014-02-19,USD,PUT,AAPL,76.767143,570,74,2015-02-14
2014-02-19,USD,CALL,MSFT,37.509997999999996,640,37,2015-02-14
2014-02-20,USD,CALL,AMZN,349.799988,250,336,2015-02-15
2014-02-20,USD,PUT,CHK,25.212866,190,25,2014-05-21
2014-02-20,USD,CALL,AAPL,75.878571,190,73,2014-05-21
2014-02-21,USD,CALL,CHK,25.137179999999997,820,26,2014-05-22
2014-02-21,USD,PUT,BA,128.279999,340,133,2014-05-22
2014-02-21,USD,CALL,CHK,25.137179999999997,780,24,2014-08-20
2014-02-21,USD,PUT,CHK,25.137179999999997,410,25,2015-02-16
2014-02-21,USD,PUT,CHK,25.137179999999997,980,25,2014-08-20
2014-02-24,USD,CALL,CHK,25.818354,620,26,2014-05-25
2014-02-24,USD,CALL,XRX,28.405797999999997,870,29,2015-02-19
2014-02-24,USD,CALL,AAPL,75.364288,580,72,2014-08-23
2014-02-24,USD,PUT,AMZN,351.77999900000003,630,345,2015-02-19
2014-02-24,USD,PUT,MSFT,37.689999,490,36,2015-02-19
2014-02-24,USD,CALL,BA,129.58999599999999,300,130,2014-08-23
2014-02-24,USD,CALL,FB,70.779999,750,68,2015-02-19
2014-02-25,USD,PUT,CHK,25.487227999999998,600,24,2014-08-24
2014-02-25,USD,CALL,CHK,25.487227999999998,190,24,2015-02-20
2014-02-25,USD,CALL,CHK,25.487227999999998,180,24,2015-02-20
2014-02-25,USD,PUT,FB,69.849998,220,71,2015-02-20
2014-02-25,USD,CALL,XRX,28.115941999999997,60,28,2015-02-20
2014-02-27,USD,PUT,MSFT,37.860001000000004,340,38,2014-05-28
2014-02-27,USD,PUT,AMZN,360.130005,540,367,2014-08-26
2014-02-27,USD,CALL,MSFT,37.860001000000004,450,37,2015-02-22
2014-02-27,USD,PUT,MSFT,37.860001000000004,270,36,2015-02-22
2014-02-27,USD,PUT,MSFT,37.860001000000004,440,38,2015-02-22
2014-02-27,USD,PUT,MSFT,37.860001000000004,540,39,2015-02-22
2014-02-27,USD,CALL,CHK,24.503311,870,24,2015-02-22
2014-02-27,USD,PUT,BA,128.559998,660,131,2014-05-28
2014-02-27,USD,CALL,MSFT,37.860001000000004,590,38,2014-05-28
2014-02-28,USD,CALL,FB,68.459999,230,70,2014-05-29
2014-02-28,USD,PUT,AAPL,75.177139,850,77,2014-08-27
2014-02-28,USD,CALL,BA,128.919998,10,129,2014-08-27
2014-02-28,USD,PUT,BA,128.919998,80,128,2015-02-23
2014-02-28,USD,CALL,XRX,28.959156,500,28,2015-02-23
2014-03-03,USD,PUT,MSFT,37.779999,830,36,2015-02-26
2014-03-03,USD,PUT,CHK,24.21949,470,23,2014-08-30
2014-03-03,USD,PUT,MSFT,37.779999,860,38,2015-02-26
2014-03-03,USD,CALL,FB,67.410004,950,68,2014-06-01
2014-03-03,USD,PUT,XRX,28.642952,520,28,2014-06-01
2014-03-03,USD,PUT,AMZN,359.77999900000003,950,363,2015-02-26
2014-03-03,USD,PUT,XRX,28.642952,240,29,2015-02-26
2014-03-04,USD,CALL,AMZN,363.899994,150,357,2014-08-31
2014-03-05,USD,CALL,XRX,28.774703999999996,920,28,2015-02-28
2014-03-06,USD,PUT,AAPL,75.821426,850,75,2014-06-04
2014-03-06,USD,CALL,MSFT,38.150002,250,37,2015-03-01
2014-03-06,USD,PUT,AMZN,372.160004,390,384,2014-09-02
2014-03-06,USD,PUT,CHK,24.143803,120,23,2014-09-02
2014-03-06,USD,PUT,MSFT,38.150002,30,37,2014-06-04
2014-03-06,USD,CALL,AMZN,372.160004,220,377,2014-06-04
2014-03-06,USD,CALL,XRX,29.222662,890,29,2014-09-02
2014-03-07,USD,PUT,AMZN,372.059998,590,360,2015-03-02
2014-03-07,USD,CALL,MSFT,37.900002,630,37,2014-06-05
2014-03-07,USD,CALL,AAPL,75.77714499999999,580,75,2014-09-03
2014-03-07,USD,PUT,AMZN,372.059998,990,387,2014-06-05
2014-03-07,USD,CALL,AAPL,75.77714499999999,520,76,2014-09-03
2014-03-07,USD,CALL,MSFT,37.900002,800,39,2014-09-03
2014-03-07,USD,PUT,FB,69.800003,630,72,2014-06-05
2014-03-10,USD,PUT,CHK,24.247871,540,24,2014-09-06
2014-03-10,USD,PUT,AAPL,75.845711,630,74,2014-06-08
2014-03-10,USD,PUT,XRX,28.59025,310,28,2015-03-05
2014-03-10,USD,CALL,AAPL,75.845711,510,73,2014-06-08
2014-03-11,USD,CALL,AAPL,76.584282,970,74,2014-06-09
2014-03-11,USD,PUT,CHK,23.897823000000002,220,23,2014-09-07
2014-03-11,USD,CALL,AMZN,368.820007,400,354,2015-03-06
2014-03-11,USD,PUT,BA,125.66999799999999,980,128,2014-06-09
2014-03-11,USD,CALL,CHK,23.897823000000002,850,22,2014-06-09
2014-03-12,USD,CALL,AMZN,370.640015,800,364,2015-03-07
2014-03-12,USD,CALL,MSFT,38.27,920,36,2015-03-07
2014-03-12,USD,PUT,MSFT,38.27,40,36,2014-09-08
2014-03-12,USD,CALL,XRX,28.432147999999998,850,27,2014-06-10
2014-03-12,USD,PUT,AMZN,370.640015,750,363,2015-03-07
2014-03-12,USD,PUT,AMZN,370.640015,320,389,2014-06-10
2014-03-12,USD,CALL,BA,124.43,560,122,2014-09-08
2014-03-12,USD,PUT,BA,124.43,780,125,2014-09-08
2014-03-13,USD,PUT,FB,68.83000200000001,630,69,2014-09-09
2014-03-14,USD,PUT,XRX,27.931488,700,27,2014-09-10
2014-03-14,USD,CALL,FB,67.720001,860,70,2015-03-09
2014-03-14,USD,PUT,FB,67.720001,220,64,2014-09-10
2014-03-14,USD,PUT,AMZN,373.73999,70,390,2014-06-12
2014-03-14,USD,PUT,CHK,23.680227,370,23,2015-03-09
2014-03-14,USD,PUT,FB,67.720001,660,68,2015-03-09
2014-03-14,USD,PUT,CHK,23.680227,310,22,2014-09-10
2014-03-14,USD,PUT,AAPL,74.955711,950,72,2014-06-12
2014-03-17,USD,PUT,AMZN,375.040009,460,356,2014-06-15
2014-03-17,USD,PUT,AMZN,375.040009,60,360,2014-06-15
2014-03-17,USD,PUT,FB,68.739998,490,66,2014-09-13
2014-03-17,USD,CALL,MSFT,38.049999,150,38,2014-06-15
2014-03-17,USD,CALL,FB,68.739998,990,65,2015-03-12
2014-03-17,USD,PUT,CHK,23.358562,430,22,2014-09-13
2014-03-18,USD,CALL,XRX,28.59025,360,28,2014-06-16
2014-03-18,USD,PUT,XRX,28.59025,270,28,2014-09-14
2014-03-18,USD,PUT,CHK,23.604542000000002,300,22,2014-09-14
2014-03-18,USD,CALL,BA,124.040001,0,130,2015-03-13
2014-03-19,USD,CALL,XRX,28.247694,50,28,2014-06-17
2014-03-19,USD,CALL,FB,68.239998,60,70,2014-09-15
2014-03-19,USD,PUT,BA,122.239998,670,126,2015-03-14
2014-03-20,USD,PUT,BA,123.730003,370,129,2015-03-15
2014-03-20,USD,PUT,AAPL,75.528572,300,75,2014-06-18
2014-03-20,USD,CALL,CHK,23.358562,130,22,2015-03-15
2014-03-20,USD,PUT,MSFT,40.330002,870,41,2014-09-16
2014-03-20,USD,PUT,FB,66.970001,40,65,2015-03-15
2014-03-20,USD,CALL,AAPL,75.528572,780,74,2014-09-16
2014-03-20,USD,CALL,AMZN,368.97000099999997,10,383,2014-09-16
2014-03-21,USD,PUT,XRX,29.512515999999998,240,28,2014-06-19
2014-03-21,USD,PUT,BA,122.58000200000001,640,125,2014-06-19
2014-03-21,USD,PUT,CHK,23.33964,150,24,2015-03-16
2014-03-21,USD,PUT,BA,122.58000200000001,790,124,2014-06-19
2014-03-24,USD,PUT,FB,64.099998,950,61,2015-03-19
2014-03-24,USD,CALL,AMZN,351.850006,590,358,2014-09-20
2014-03-24,USD,PUT,BA,123.41999799999999,410,126,2015-03-19
2014-03-26,USD,PUT,AAPL,77.111427,20,75,2015-03-21
2014-03-26,USD,CALL,FB,60.389998999999996,110,62,2014-06-24
2014-03-26,USD,CALL,FB,60.389998999999996,420,59,2014-09-22
2014-03-27,USD,CALL,FB,60.970001,800,62,2014-09-23
2014-03-27,USD,CALL,BA,123.209999,840,127,2014-06-25
2014-03-27,USD,CALL,AAPL,76.779999,790,77,2015-03-22
2014-03-27,USD,PUT,FB,60.970001,760,59,2015-03-22
2014-03-27,USD,PUT,MSFT,39.360001000000004,110,37,2014-09-23
2014-03-27,USD,CALL,FB,60.970001,660,60,2014-09-23
2014-03-27,USD,PUT,BA,123.209999,40,124,2014-06-25
2014-03-27,USD,PUT,FB,60.970001,260,58,2015-03-22
2014-03-27,USD,CALL,MSFT,39.360001000000004,100,37,2014-06-25
2014-03-28,USD,PUT,FB,60.009997999999996,70,57,2014-09-24
2014-03-28,USD,CALL,CHK,24.285715,360,24,2014-06-26
2014-03-31,USD,CALL,AMZN,336.369995,90,342,2015-03-26
2014-03-31,USD,CALL,FB,60.240002000000004,210,57,2014-09-27
2014-03-31,USD,PUT,XRX,29.776021999999998,240,28,2014-06-29
2014-04-01,USD,CALL,XRX,30.144928000000004,650,30,2015-03-27
2014-04-01,USD,CALL,XRX,30.144928000000004,960,28,2014-09-28
2014-04-01,USD,CALL,AAPL,77.378571,970,75,2014-06-30
2014-04-01,USD,CALL,BA,128.21000700000002,840,130,2015-03-27
2014-04-02,USD,PUT,MSFT,41.349998,520,42,2015-03-28
2014-04-02,USD,CALL,AAPL,77.507141,160,78,2014-07-01
2014-04-02,USD,CALL,MSFT,41.349998,990,40,2015-03-28
2014-04-02,USD,CALL,FB,62.720001,940,61,2015-03-28
2014-04-02,USD,CALL,XRX,30.30303,600,31,2015-03-28
2014-04-02,USD,CALL,BA,128.309998,190,133,2014-09-29
2014-04-03,USD,PUT,AMZN,333.619995,760,342,2015-03-29
2014-04-03,USD,CALL,FB,59.490002000000004,290,60,2014-09-30
2014-04-03,USD,PUT,BA,128.779999,780,127,2014-09-30
2014-04-03,USD,PUT,BA,128.779999,520,127,2015-03-29
2014-04-03,USD,CALL,MSFT,41.009997999999996,780,39,2014-09-30
2014-04-03,USD,CALL,AMZN,333.619995,80,333,2015-03-29
2014-04-04,USD,CALL,MSFT,39.869999,990,39,2014-10-01
2014-04-07,USD,CALL,FB,56.950001,720,59,2015-04-02
2014-04-07,USD,CALL,BA,125.589996,670,127,2014-07-06
2014-04-07,USD,PUT,XRX,30.118578000000003,950,29,2015-04-02
2014-04-07,USD,PUT,CHK,24.569536,900,25,2014-10-04
2014-04-07,USD,PUT,AMZN,317.76001,520,303,2014-07-06
2014-04-07,USD,CALL,FB,56.950001,550,59,2015-04-02
2014-04-07,USD,PUT,XRX,30.118578000000003,150,29,2014-10-04
2014-04-08,USD,PUT,CHK,24.720909,940,25,2015-04-03
2014-04-09,USD,PUT,FB,62.41,340,64,2015-04-04
2014-04-09,USD,PUT,AAPL,75.760002,170,77,2015-04-04
2014-04-09,USD,PUT,MSFT,40.470001,950,40,2015-04-04
2014-04-09,USD,PUT,AMZN,331.809998,360,338,2014-07-08
2014-04-11,USD,CALL,AMZN,311.730011,50,298,2014-10-08
2014-04-11,USD,PUT,FB,58.529999,360,56,2014-10-08
2014-04-11,USD,CALL,AMZN,311.730011,450,321,2014-07-10
2014-04-11,USD,PUT,CHK,24.74929,500,25,2014-10-08
2014-04-11,USD,PUT,AMZN,311.730011,80,308,2015-04-06
2014-04-14,USD,PUT,BA,123.25,910,123,2015-04-09
2014-04-14,USD,PUT,XRX,29.907774,870,30,2014-07-13
2014-04-14,USD,CALL,CHK,25.279091,870,24,2015-04-09
2014-04-14,USD,PUT,AAPL,74.525711,140,76,2014-10-11
2014-04-15,USD,CALL,FB,59.09,800,59,2015-04-10
2014-04-15,USD,PUT,BA,124.269997,490,129,2014-10-12
2014-04-15,USD,PUT,BA,124.269997,250,124,2014-10-12
2014-04-15,USD,CALL,AMZN,316.079987,980,321,2014-10-12
2014-04-15,USD,CALL,FB,59.09,980,59,2015-04-10
2014-04-16,USD,PUT,BA,126.040001,330,127,2015-04-11
2014-04-16,USD,CALL,FB,59.720001,450,59,2014-10-13
2014-04-16,USD,CALL,FB,59.720001,760,60,2014-07-15
2014-04-21,USD,CALL,MSFT,39.939999,130,40,2014-07-20
2014-04-22,USD,CALL,MSFT,39.990002000000004,780,38,2014-07-21
2014-04-22,USD,PUT,AMZN,329.320007,780,329,2015-04-17
2014-04-22,USD,PUT,AMZN,329.320007,440,313,2015-04-17
2014-04-22,USD,CALL,XRX,30.540184000000004,660,29,2014-07-21
2014-04-22,USD,PUT,BA,127.550003,20,122,2014-10-19
2014-04-22,USD,CALL,CHK,26.925261,840,26,2014-07-21
2014-04-23,USD,CALL,FB,61.360001000000004,190,62,2014-10-20
2014-04-23,USD,PUT,AMZN,324.579987,760,318,2014-07-22
2014-04-23,USD,PUT,MSFT,39.689999,670,41,2015-04-18
2014-04-23,USD,PUT,AMZN,324.579987,580,332,2014-10-20
2014-04-23,USD,PUT,BA,130.630005,450,129,2014-07-22
2014-04-23,USD,PUT,FB,61.360001000000004,120,62,2015-04-18
2014-04-23,USD,CALL,CHK,27.455060999999997,770,26,2015-04-18
2014-04-23,USD,CALL,FB,61.360001000000004,310,64,2015-04-18
2014-04-24,USD,CALL,MSFT,39.860001000000004,810,38,2015-04-19
2014-04-24,USD,CALL,MSFT,39.860001000000004,290,41,2014-07-23
2014-04-24,USD,PUT,FB,60.869999,710,62,2014-10-21
2014-04-28,USD,PUT,FB,56.139998999999996,330,56,2014-10-25
2014-04-28,USD,CALL,MSFT,40.869999,350,42,2015-04-23
2014-04-28,USD,CALL,BA,127.040001,830,127,2015-04-23
2014-04-28,USD,PUT,BA,127.040001,400,125,2014-07-27
2014-04-28,USD,PUT,BA,127.040001,990,130,2014-10-25
2014-04-28,USD,CALL,AAPL,84.870003,610,89,2014-07-27
2014-04-28,USD,PUT,XRX,31.620554,760,32,2014-07-27
2014-04-28,USD,PUT,MSFT,40.869999,320,42,2014-10-25
2014-04-30,USD,PUT,AMZN,304.130005,320,306,2015-04-25
2014-04-30,USD,CALL,AAPL,84.298569,340,81,2015-04-25
2014-05-01,USD,PUT,AAPL,84.497147,490,87,2014-10-28
2014-05-01,USD,CALL,BA,128.46000700000002,240,132,2015-04-26
2014-05-01,USD,PUT,CHK,26.887417,20,27,2014-10-28
2014-05-01,USD,PUT,FB,61.150002,130,61,2015-04-26
2014-05-01,USD,PUT,AAPL,84.497147,90,80,2015-04-26
2014-05-01,USD,CALL,AAPL,84.497147,90,84,2014-10-28
2014-05-02,USD,PUT,MSFT,39.689999,200,39,2014-10-29
2014-05-02,USD,PUT,MSFT,39.689999,490,38,2014-07-31
2014-05-02,USD,PUT,MSFT,39.689999,510,38,2015-04-27
2014-05-02,USD,CALL,XRX,31.699603999999997,330,30,2014-07-31
2014-05-02,USD,PUT,BA,129.940002,780,127,2015-04-27
2014-05-02,USD,PUT,CHK,26.754966999999997,80,27,2015-04-27
2014-05-05,USD,CALL,BA,131.96000700000002,790,134,2015-04-30
2014-05-05,USD,CALL,MSFT,39.43,40,38,2014-11-01
2014-05-05,USD,CALL,AAPL,85.851425,940,88,2014-08-03
2014-05-05,USD,PUT,CHK,26.78335,810,27,2014-11-01
2014-05-05,USD,PUT,AAPL,85.851425,250,89,2014-11-01
2014-05-06,USD,CALL,CHK,26.821192,520,27,2014-08-04
2014-05-06,USD,PUT,FB,58.529999,680,55,2015-05-01
2014-05-06,USD,PUT,MSFT,39.060001,650,37,2014-08-04
2014-05-06,USD,CALL,FB,58.529999,530,60,2015-05-01
2014-05-06,USD,CALL,CHK,26.821192,600,26,2015-05-01
2014-05-06,USD,CALL,CHK,26.821192,740,27,2014-08-04
2014-05-06,USD,CALL,CHK,26.821192,600,27,2015-05-01
2014-05-06,USD,PUT,MSFT,39.060001,70,38,2014-08-04
2014-05-06,USD,PUT,AMZN,297.380005,50,304,2014-08-04
2014-05-07,USD,CALL,AAPL,84.61856800000001,120,85,2014-08-05
2014-05-07,USD,CALL,AMZN,292.709991,800,297,2015-05-02
2014-05-08,USD,PUT,MSFT,39.639998999999996,80,38,2015-05-03
2014-05-08,USD,CALL,AAPL,83.998573,280,85,2015-05-03
2014-05-08,USD,CALL,FB,56.759997999999996,940,58,2015-05-03
2014-05-08,USD,PUT,AAPL,83.998573,860,84,2015-05-03
2014-05-08,USD,PUT,AMZN,288.320007,170,298,2015-05-03
2014-05-08,USD,PUT,FB,56.759997999999996,810,57,2014-11-04
2014-05-08,USD,CALL,XRX,31.40975,560,32,2014-11-04
2014-05-09,USD,CALL,XRX,31.198946000000003,540,30,2014-08-07
2014-05-09,USD,PUT,CHK,28.202459,870,27,2014-08-07
2014-05-09,USD,PUT,AMZN,292.23999,790,288,2015-05-04
2014-05-09,USD,PUT,MSFT,39.540001000000004,330,41,2015-05-04
2014-05-13,USD,CALL,FB,59.830002,20,59,2014-08-11
2014-05-13,USD,CALL,XRX,31.857708000000002,50,32,2015-05-08
2014-05-13,USD,PUT,AMZN,304.640015,220,295,2015-05-08
2014-05-15,USD,PUT,MSFT,39.599998,740,37,2014-11-11
2014-05-15,USD,PUT,CHK,27.426679999999998,870,27,2014-08-13
2014-05-15,USD,PUT,AAPL,84.117142,50,81,2014-08-13
2014-05-15,USD,CALL,AAPL,84.117142,490,83,2014-08-13
2014-05-15,USD,PUT,XRX,31.251646,780,30,2014-11-11
2014-05-15,USD,CALL,XRX,31.251646,840,30,2014-08-13
2014-05-15,USD,PUT,AAPL,84.117142,470,87,2014-11-11
2014-05-15,USD,CALL,AAPL,84.117142,170,82,2014-08-13
2014-05-16,USD,PUT,AMZN,297.700012,650,288,2014-11-12
2014-05-16,USD,PUT,MSFT,39.830002,120,40,2015-05-11
2014-05-16,USD,PUT,BA,130.809998,30,136,2014-08-14
2014-05-16,USD,PUT,CHK,26.149479,130,26,2015-05-11
2014-05-16,USD,PUT,BA,130.809998,830,126,2015-05-11
2014-05-16,USD,PUT,FB,58.02,950,56,2015-05-11
2014-05-16,USD,CALL,MSFT,39.830002,740,39,2014-08-14
2014-05-16,USD,CALL,FB,58.02,240,56,2014-11-12
2014-05-19,USD,PUT,XRX,32.068512,810,31,2014-11-15
2014-05-19,USD,CALL,AAPL,86.370003,490,88,2015-05-14
2014-05-19,USD,CALL,XRX,32.068512,600,33,2014-11-15
2014-05-19,USD,PUT,BA,131.350006,40,134,2014-11-15
2014-05-19,USD,PUT,AMZN,296.76001,410,294,2014-08-17
2014-05-19,USD,PUT,MSFT,39.75,130,38,2015-05-14
2014-05-19,USD,CALL,MSFT,39.75,270,40,2015-05-14
2014-05-19,USD,CALL,AAPL,86.370003,480,86,2014-08-17
2014-05-19,USD,CALL,CHK,26.452222999999996,920,27,2014-08-17
2014-05-20,USD,CALL,MSFT,39.68,40,41,2014-08-18
2014-05-20,USD,PUT,XRX,31.620554,580,32,2015-05-15
